"國家" "性別" "父母教育" "數學" "化學" "地科" "生物" "物理" "電腦" "書桌" "書" "房間" "網路" "書量"
"台灣" "女生" "大學以上" 744.6504 670.7361 621.16913 616.71247 611.80769 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "大學以上" 636.83831 615.37323 527.49895 506.68865 551.36022 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "高中" 662.54427 619.04396 557.85007 566.63857 563.43713 "有" "有" "有" "有" "有" "10本以下"
"台灣" "女生" "高中" 574.67973 731.18149 620.83034 647.5392 645.45812 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "大學以上" 610.81401 718.66585 646.63936 668.01344 652.10836 "有" "有" "有" "無" "有" "101-200本"
"台灣" "女生" "專科" 741.30577 716.9409 644.38523 626.18313 642.17419 "有" "有" "有" "無" "有" "200本以上"
"台灣" "女生" "大學以上" 728.79989 672.04314 680.11587 597.1527 575.83623 "有" "有" "無" "有" "無" "200本以上"
"台灣" "女生" "高中" 609.83221 653.82119 580.24838 600.28573 572.2277 "有" "有" "有" "無" "無" "101-200本"
"台灣" "女生" "高中" 681.63003 629.55402 609.3697 644.99069 584.89369 "有" "有" "無" "無" "有" "11-25本"
"台灣" "女生" "大學以上" 600.3276 607.50673 608.86473 562.498 582.54736 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 598.18366 661.76135 607.59587 615.8997 623.93511 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "大學以上" 629.13462 623.05905 546.44715 553.76319 535.83704 "有" "有" "有" "無" "有" "101-200本"
"台灣" "男生" "大學以上" 674.53685 696.00284 657.57463 658.6784 631.81121 "有" "有" "有" "無" "有" "200本以上"
"台灣" "男生" "國小以下" 563.97332 543.42989 541.64155 499.09482 545.31894 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 694.89079 681.9652 669.92431 631.85955 662.90309 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 597.68454 626.98455 608.02752 608.15223 584.26346 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 534.15277 539.68344 491.75238 474.66627 561.50934 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 518.88438 573.90299 572.09425 569.66794 588.47637 "有" "無" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 688.60533 674.33951 698.59184 632.6385 672.94528 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 651.07774 659.89816 636.71261 634.35613 649.75624 "有" "無" "有" "無" "有" "101-200本"
"台灣" "男生" "大學以上" 723.78808 647.7667 586.60358 676.18044 582.85821 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "專科" 703.02174 699.13161 672.26791 670.32235 690.028 "有" "有" "有" "有" "有" "11-25本"
"台灣" "男生" "大學以上" 549.0198 589.93595 600.94607 507.91954 597.385 "有" "無" "有" "無" "有" "200本以上"
"台灣" "女生" "大學以上" 629.23685 519.57854 513.92864 529.44856 481.08651 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 655.55043 666.17283 555.40924 548.33031 554.86401 "有" "有" "有" "無" "有" "200本以上"
"台灣" "女生" "大學以上" 788.38267 632.49392 620.59007 608.51721 580.33643 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "專科" 693.3768 692.59321 680.63961 655.15137 634.36017 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 666.12645 709.46993 689.96984 695.54784 627.39841 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "專科" 762.3853 806.83135 696.13606 716.78771 702.65831 "有" "有" "無" "有" "有" "26-100本"
"台灣" "女生" "高中" 708.62484 666.16225 613.74867 631.30461 563.06167 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "大學以上" 596.98632 694.2433 694.0097 641.7504 645.31638 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "專科" 674.86591 538.16013 499.09438 504.93196 511.45301 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "大學以上" 673.726 604.72504 533.20952 513.79149 536.81882 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 580.07088 454.75211 495.80412 509.81099 452.64397 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 711.42388 664.10899 580.75902 603.96322 642.70578 "有" "有" "有" "無" "有" "101-200本"
"台灣" "女生" "大學以上" 710.30789 725.3641 662.04569 715.70238 651.78637 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "大學以上" 650.20733 631.70297 697.56128 650.19411 574.93835 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "大學以上" 669.16515 663.13277 692.44253 735.20912 668.93685 "有" "有" "有" "無" "有" "200本以上"
"台灣" "女生" "專科" 564.63925 563.13587 520.49541 563.90772 496.30429 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 738.15299 654.77493 573.31739 613.15794 584.24219 "有" "有" "有" "有" "有" "101-200本"
"台灣" "男生" "專科" 666.00622 681.43394 668.32102 710.13867 648.80632 "有" "無" "有" "有" "有" "26-100本"
"台灣" "男生" "專科" 570.99197 684.20995 628.24119 593.13412 683.58223 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 678.90675 736.15894 646.76277 673.37289 650.60971 "有" "有" "有" "無" "有" "101-200本"
"台灣" "男生" "高中" 765.40021 728.84028 673.9526 680.46546 672.83704 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 643.77126 634.94926 664.18984 635.31544 616.09893 "有" "有" "有" "無" "有" "200本以上"
"台灣" "男生" "大學以上" 673.20343 651.96182 602.8481 587.97347 590.67857 "有" "有" "有" "有" "有" "101-200本"
"台灣" "男生" "大學以上" 655.9473 600.24721 558.45662 547.165 604.87845 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 710.70934 747.34134 741.23175 637.82522 695.95319 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 630.16268 546.33095 490.4414 439.77361 490.68636 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "高中" 673.42768 668.67214 675.32926 600.74672 616.20652 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "高中" 748.92019 633.87429 633.71084 597.99984 571.44438 "有" "有" "無" "無" "有" "26-100本"
"台灣" "男生" "初中" 700.39701 717.093 650.18167 627.82319 614.94322 "有" "有" "有" "無" "有" "26-100本"
"台灣" "男生" "大學以上" 826.15731 678.13124 643.96733 633.07887 649.96661 "有" "有" "有" "無" "有" "101-200本"
"台灣" "男生" "專科" 734.14444 715.64553 709.31717 687.94342 676.21721 "有" "有" "無" "有" "有" "26-100本"
"台灣" "男生" "高中" 589.90555 631.97532 639.60723 589.77152 629.11681 "有" "無" "有" "無" "有" "200本以上"
"台灣" "男生" "專科" 700.92406 604.77458 637.20012 583.61698 591.40034 "有" "有" "有" "無" "有" "200本以上"
"台灣" "男生" "大學以上" 688.85561 663.97456 624.51929 675.92271 625.92868 "有" "有" "有" "有" "有" "11-25本"
"台灣" "男生" "高中" 701.51759 666.67977 577.78158 596.80987 623.11339 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "高中" 822.85793 768.44984 666.50377 653.88022 670.49256 "有" "有" "有" "有" "有" "11-25本"
"台灣" "男生" "大學以上" 754.56027 637.29156 596.25078 604.76912 600.85398 "有" "有" "無" "有" "有" "101-200本"
"台灣" "男生" "高中" 707.3065 687.44817 639.30074 593.94602 663.29622 "有" "有" "無" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 676.92046 750.38086 714.95573 667.6394 688.88756 "有" "有" "有" "有" "有" "11-25本"
"台灣" "男生" "專科" 775.28103 622.71589 583.14627 550.56927 563.70805 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "初中" 563.16571 634.36322 640.22524 673.61468 604.78396 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "高中" 673.61751 625.76065 576.00317 570.31606 577.52244 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "專科" 687.64129 734.19406 747.86573 672.1408 675.18916 "有" "有" "有" "有" "有" "11-25本"
"台灣" "男生" "高中" 689.81507 637.21474 570.37869 634.97425 592.42064 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 767.54415 680.59269 660.3322 681.53552 648.38122 "有" "有" "有" "無" "有" "101-200本"
"台灣" "女生" "高中" 711.28499 742.48871 614.45299 613.66837 649.53376 "有" "有" "有" "有" "有" "11-25本"
"台灣" "女生" "大學以上" 588.42452 609.61509 587.05115 488.96327 508.71202 "有" "有" "無" "有" "有" "11-25本"
"台灣" "女生" "大學以上" 730.75623 727.98605 643.35052 691.24503 605.40066 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 647.88182 571.13833 545.55353 561.91513 545.7257 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "專科" 729.18962 731.5649 666.27976 682.52363 688.68374 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "專科" 599.7401 590.29951 591.13083 558.52689 567.00213 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 646.35867 557.35874 539.76669 553.20836 466.32601 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "大學以上" 644.56647 625.79764 616.55622 621.07955 526.43937 "有" "有" "有" "有" "有" "10本以下"
"台灣" "女生" "初中" 651.63227 625.30697 605.36181 608.10062 529.91413 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "專科" 765.77608 607.34666 565.28471 595.50195 569.05408 "有" "有" "無" "無" "有" "200本以上"
"台灣" "女生" "大學以上" 699.65175 706.37258 696.79881 650.867 673.5431 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "大學以上" 459.62183 433.00018 408.00316 418.69609 383.56578 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 594.1074 565.13992 509.47449 556.5583 541.08912 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "大學以上" 571.87299 521.49596 558.69372 531.04638 491.39056 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 656.38273 656.81663 560.45194 591.91873 599.17737 "有" "有" "無" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 627.69516 568.22036 615.0962 587.1439 595.5996 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "專科" 638.05285 693.38427 592.79216 601.00881 666.79706 "有" "有" "有" "無" "有" "101-200本"
"台灣" "女生" "專科" 618.52184 597.63268 508.73013 506.31004 534.77702 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 665.14666 556.52851 517.55562 565.71243 520.49923 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "高中" 687.93627 682.86417 651.17349 699.10248 624.23822 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 594.8169 604.53933 598.65178 605.55112 581.1959 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 679.471 728.27792 686.1816 711.36105 669.87204 "有" "有" "有" "無" "有" "200本以上"
"台灣" "女生" "高中" 762.71179 724.76758 638.35299 659.40727 654.26582 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 667.69094 681.53705 654.31601 670.1781 648.14739 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "高中" 649.49648 540.08966 541.4158 559.27223 531.00885 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 626.11424 619.56475 561.60645 646.47995 560.3796 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "專科" 706.42805 650.48325 619.25564 562.16488 602.07876 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "專科" 523.93004 398.9241 404.35502 441.1818 364.78234 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "高中" 503.93958 566.7815 568.86084 518.4045 532.30422 "有" "有" "有" "有" "有" "11-25本"
"台灣" "女生" "高中" 602.58138 761.51897 699.88382 744.9171 698.78682 "有" "有" "有" "無" "有" "101-200本"
"台灣" "女生" "初中" 576.9296 588.64898 579.94461 585.16745 560.34665 "有" "有" "無" "無" "有" "200本以上"
"台灣" "女生" "高中" 614.63787 608.62567 587.66403 583.35129 526.39725 "有" "有" "無" "無" "有" "200本以上"
"台灣" "女生" "高中" 675.44223 691.01011 641.23256 604.96727 598.89575 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "大學以上" 644.37585 659.5286 575.5197 592.07814 600.16767 "有" "有" "無" "有" "有" "26-100本"
"台灣" "女生" "高中" 612.12565 562.80253 523.97661 545.7244 560.50606 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 634.98498 685.31929 661.86642 617.17826 644.47208 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "大學以上" 779.45695 773.60841 694.66949 762.50697 682.82871 "有" "有" "有" "無" "有" "26-100本"
"台灣" "女生" "高中" 646.4932 578.8811 586.90156 505.30141 569.3873 "有" "無" "有" "無" "有" "200本以上"
"台灣" "女生" "高中" 723.01913 677.32098 598.59133 668.96303 609.62764 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 541.36449 455.25282 464.01055 465.67537 424.34818 "有" "無" "有" "無" "有" "11-25本"
"台灣" "女生" "大學以上" 577.86503 589.1462 608.98213 612.79591 623.06516 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "專科" 628.09069 528.46557 551.31756 539.44481 484.31326 "有" "有" "有" "無" "有" "200本以上"
"台灣" "女生" "大學以上" 659.09663 715.65153 618.90648 622.04911 615.92195 "有" "有" "有" "有" "有" "101-200本"
"台灣" "女生" "高中" 627.17928 512.68651 542.99061 465.34564 541.87319 "有" "有" "有" "有" "有" "10本以下"
"台灣" "女生" "大學以上" 422.11636 452.09361 455.47748 412.83211 420.53626 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "大學以上" 672.85258 574.39552 599.51496 613.27371 564.86878 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 534.09802 609.64662 577.02195 581.87654 543.8444 "有" "有" "有" "無" "有" "11-25本"
"台灣" "女生" "專科" 695.02297 784.72743 805.1866 751.95065 700.40592 "有" "有" "無" "有" "有" "200本以上"
"台灣" "女生" "高中" 415.47883 459.75356 472.93686 467.27058 455.76565 "無" "有" "有" "有" "無" "10本以下"
"台灣" "女生" "大學以上" 798.96462 754.29545 754.05257 721.68518 733.81577 "有" "無" "有" "無" "有" "26-100本"
"台灣" "女生" "高中" 641.14396 656.09649 606.17022 630.5597 610.95596 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "高中" 758.99732 692.75633 626.6127 665.07856 611.88668 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 715.72551 734.76951 638.14786 659.89979 658.64468 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "大學以上" 703.54499 769.59998 715.45 696.65478 660.51868 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "專科" 655.42383 589.39018 548.09943 547.91874 551.37725 "有" "有" "有" "有" "有" "26-100本"
"台灣" "女生" "高中" 635.13582 610.47543 654.06953 603.14718 559.12133 "有" "有" "有" "有" "有" "11-25本"
"台灣" "女生" "大學以上" 690.56279 670.60964 571.18284 598.83083 606.15593 "有" "有" "有" "有" "有" "200本以上"
"台灣" "女生" "專科" 693.58585 678.98547 688.29967 690.11518 635.70104 "有" "有" "有" "無" "有" "11-25本"
"台灣" "男生" "高中" 708.81155 704.86335 712.758 645.35512 661.1848 "有" "有" "有" "無" "有" "101-200本"
"台灣" "男生" "高中" 642.21459 734.73503 660.82822 619.92722 708.04242 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "高中" 844.64172 679.01766 630.28845 632.43238 638.72812 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "高中" 563.83611 580.42754 576.20547 536.03224 538.44458 "有" "有" "有" "有" "有" "10本以下"
"台灣" "男生" "大學以上" 772.56099 728.26155 654.86484 650.13999 626.46027 "有" "有" "無" "無" "有" "26-100本"
"台灣" "男生" "大學以上" 771.03102 792.20669 646.67078 661.3345 707.95011 "有" "有" "有" "有" "有" "101-200本"
"台灣" "男生" "大學以上" 728.84023 680.14315 656.8773 604.20916 641.73611 "有" "有" "無" "有" "有" "101-200本"
"台灣" "男生" "高中" 586.97869 596.97867 580.281 551.44588 599.91235 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 747.18128 575.36356 563.46233 578.73642 578.59435 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 693.56909 760.2776 699.96708 734.44992 680.12373 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 642.49873 655.20047 595.23517 613.05483 566.41685 "有" "有" "無" "有" "有" "101-200本"
"台灣" "男生" "大學以上" 677.31768 736.18883 709.26731 674.79581 696.93498 "有" "有" "有" "無" "有" "200本以上"
"台灣" "男生" "專科" 586.81187 625.95694 616.49446 602.417 594.40091 "有" "有" "有" "無" "有" "200本以上"
"台灣" "男生" "國小以下" 536.31079 522.84163 455.5364 465.40991 506.27468 "有" "有" "有" "有" "有" "26-100本"
"台灣" "男生" "大學以上" 623.08045 563.65371 556.12676 532.49309 522.93973 "有" "有" "有" "有" "有" "101-200本"
"台灣" "男生" "專科" 677.88249 654.0129 593.22599 647.57848 625.86463 "有" "有" "無" "有" "有" "200本以上"
"台灣" "男生" "大學以上" 653.89253 585.6722 588.70877 514.96193 557.83479 "有" "有" "有" "有" "有" "200本以上"
"台灣" "男生" "高中" 740.37481 682.78834 610.14013 601.38579 627.78729 "有" "有" "有" "有" "有" "11-25本"
"台灣" "男生" "大學以上" 499.97058 651.09111 584.6375 576.91709 537.43825 "有" "有" "有" "有" "有" "10本以下"
"台灣" "男生" "高中" 705.22513 682.20765 684.81945 677.31454 646.13559 "有" "有" "有" "有" "有" "101-200本"
